,certified,cityFuelEfficiency,highwayFuelEfficiency,indexPosition,modelYear,odometer,images,optionCodes,accountId,askingPrice,autodataCaId,bodyStyle,chromeId,classification,doors,driveLine,engine,engineSize,exteriorColor,fuelType,interiorColor,internetPrice,inventoryDate,inventoryType,link,make,model,modelCode,msrp,newOrUsed,retailValue,salePrice,status,stockNumber,transmission,trim,uuid,vin,estimatedDeliveryDate,address.accountName,address.city,address.country,address.postalCode,address.state,dealerCodes.dealertrack-post,dealerCodes.dtid,dealerCodes.dt-dr-profile,dealerCodes.cllc,dealerCodes.fca_vin_incentives,dealerCodes.at-kbb,pricing.internetPrice,pricing.finalPrice
0,False,29.0,37.0,1,2019,52603,"[{'id': 0, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0171/0603898f3b66f7753a2bc85114506550x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0171/thumb_0603898f3b66f7753a2bc85114506550x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 1, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0032/eafb48f5e5b15a9f2e46b5efab868b16x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0032/thumb_eafb48f5e5b15a9f2e46b5efab868b16x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 2, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1803/4bf8f307bc238aa27435dbfa0bbf820ax.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1803/thumb_4bf8f307bc238aa27435dbfa0bbf820ax.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 3, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0308/6e467e327a1d0d893c45eca3d85a8fabx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0308/thumb_6e467e327a1d0d893c45eca3d85a8fabx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 4, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0303/0c3befa38f61da67b50b90c000ac6d98x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0303/thumb_0c3befa38f61da67b50b90c000ac6d98x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 5, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1944/493b089dfc38223156a3025dc8ed52d6x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1944/thumb_493b089dfc38223156a3025dc8ed52d6x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 6, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1706/b55b3e9c2ad83b80559b130974e37421x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1706/thumb_b55b3e9c2ad83b80559b130974e37421x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 7, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0304/4a5c2d064f6ebd1e28cc29c327629becx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0304/thumb_4a5c2d064f6ebd1e28cc29c327629becx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 8, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1344/2a77492cb58bd7db9897cb32e527416fx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1344/thumb_2a77492cb58bd7db9897cb32e527416fx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 9, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1174/09aa35e32357da7b39a42fb14f2815b8x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1174/thumb_09aa35e32357da7b39a42fb14f2815b8x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 10, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1795/cc5fc3be5ee6c52cc64f3fcb985adfaex.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1795/thumb_cc5fc3be5ee6c52cc64f3fcb985adfaex.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 11, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0989/7e17910e732422d0b84b7e723cb17b49x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0989/thumb_7e17910e732422d0b84b7e723cb17b49x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 12, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1370/70101632f8fd72279e34fe4fe58b2e08x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1370/thumb_70101632f8fd72279e34fe4fe58b2e08x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 13, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1170/e396405b455638187f8c5077c27c9b51x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1170/thumb_e396405b455638187f8c5077c27c9b51x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 14, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1404/69bb7c99abee90572ce22f4a2c2f36cax.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1404/thumb_69bb7c99abee90572ce22f4a2c2f36cax.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 15, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1618/464e5bed3349082906e00dfbbf962602x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1618/thumb_464e5bed3349082906e00dfbbf962602x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 16, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1542/cea3553ac414de9feb7a69458e862cb3x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1542/thumb_cea3553ac414de9feb7a69458e862cb3x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 17, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1762/1b6408ebb9d2a88e37ae6a1fb4095204x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1762/thumb_1b6408ebb9d2a88e37ae6a1fb4095204x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 18, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1359/4cea62d5b101dded45d02c773276e42dx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1359/thumb_4cea62d5b101dded45d02c773276e42dx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 19, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0505/aa81f4b157fd8ab4c2d7172658bfa39fx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0505/thumb_aa81f4b157fd8ab4c2d7172658bfa39fx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 20, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0846/4a8f4dcf5e41f1a21d590687c5e6363ex.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0846/thumb_4a8f4dcf5e41f1a21d590687c5e6363ex.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 21, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0445/ac21ba905c097683b02181ce42a598b9x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0445/thumb_ac21ba905c097683b02181ce42a598b9x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 22, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0219/aebf01ec13f50e46fe920a8f59865cc3x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0219/thumb_aebf01ec13f50e46fe920a8f59865cc3x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 23, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0584/b1cf35cdf5d594777f82399c86c4947cx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0584/thumb_b1cf35cdf5d594777f82399c86c4947cx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 24, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0690/e0591709bbb69674dfbd67e7e5bb33f2x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0690/thumb_e0591709bbb69674dfbd67e7e5bb33f2x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 25, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0282/a15432a5a6d84459ad922891fbd78b13x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0282/thumb_a15432a5a6d84459ad922891fbd78b13x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 26, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0369/b9ec5ae032f7d6a13e21def36f427480x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0369/thumb_b9ec5ae032f7d6a13e21def36f427480x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}]",[''],coastlinechryslerdodgejeepramcllc,18495.0,CAC90HOC021D0,Sedan,404021,primary,4 door,Front-wheel Drive,I-4 cyl,2.0L,Lunar Silver,Regular Unleaded,Black,"$18,495",10/22/2023,used,/used/Honda/2019-Honda-Civic-5f82fcbb0a0e0a99740e454b5b190aef.htm,Honda,Civic,FC2F8KEW,23005.0,used,23005.0,18495.0,live,KH542945,CVT,Sport,5f82fcbb0a0e0a99740e454b5b190aef,2HGFC2F81KH542945,,Coastline Chrysler Dodge Jeep Ram,San Juan Capistrano,92675-4509,92675-4509,CA,9972,76513,9972,27175,coastlinechryslerdodgejeepramcllc,72484119,"$18,495","$18,495"
1,True,17.0,25.0,2,2017,86677,"[{'id': 0, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1315/8cda8f0356fbb07e28c95bae3677848cx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1315/thumb_8cda8f0356fbb07e28c95bae3677848cx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 1, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0780/5b4cdc1e54ba1178b062274b2e798dd0x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0780/thumb_5b4cdc1e54ba1178b062274b2e798dd0x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 2, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1308/e1c12a28a518bb54a20f924b6135eeaax.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1308/thumb_e1c12a28a518bb54a20f924b6135eeaax.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 3, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1670/b11b76d5a965575bae23f678823bc27cx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1670/thumb_b11b76d5a965575bae23f678823bc27cx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 4, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1087/4933eec53b8c55b2b9344e3b7a2e5628x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1087/thumb_4933eec53b8c55b2b9344e3b7a2e5628x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 5, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1352/6c0c85e271513c9f493f4336b0c77114x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1352/thumb_6c0c85e271513c9f493f4336b0c77114x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 6, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0626/e71274e27d5bf213af490a85af519d68x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0626/thumb_e71274e27d5bf213af490a85af519d68x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 7, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0724/5cba7dee8fb3d3b14edc3ab87b27704fx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0724/thumb_5cba7dee8fb3d3b14edc3ab87b27704fx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 8, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1514/c6faf897798df3d6f6eb189c17431815x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1514/thumb_c6faf897798df3d6f6eb189c17431815x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 9, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1878/861e7ff5f9ddd900d192e320ddf8e481x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1878/thumb_861e7ff5f9ddd900d192e320ddf8e481x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 10, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1154/a90bced09d19204f8f06443346342e0cx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1154/thumb_a90bced09d19204f8f06443346342e0cx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 11, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0844/4b46596a9f4df4364c767d1bcad05d06x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0844/thumb_4b46596a9f4df4364c767d1bcad05d06x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 12, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0480/94e6a92b3db51cffaf6b377c924cc4aex.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0480/thumb_94e6a92b3db51cffaf6b377c924cc4aex.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 13, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1214/0a3d3de9e8ba832d7661bfd6d5349644x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1214/thumb_0a3d3de9e8ba832d7661bfd6d5349644x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 14, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1233/008113f054e7fe012eb5ade9db069e37x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1233/thumb_008113f054e7fe012eb5ade9db069e37x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 15, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0978/56e77306e744d4d048247f90909d26b9x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0978/thumb_56e77306e744d4d048247f90909d26b9x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 16, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1099/d7788503c199976925ee242c0a9bc320x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1099/thumb_d7788503c199976925ee242c0a9bc320x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 17, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0102/9eeed7c29f2e513637a04fbbe53d2d1cx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0102/thumb_9eeed7c29f2e513637a04fbbe53d2d1cx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 18, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1528/e6dbc75ec8af47140a0e52a1ed6c3de8x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1528/thumb_e6dbc75ec8af47140a0e52a1ed6c3de8x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 19, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0461/0dc62cb10c47cf26bbd5ab40fc01f5b9x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0461/thumb_0dc62cb10c47cf26bbd5ab40fc01f5b9x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 20, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1515/62ec59e6ff615064dffa5c5bf5a73301x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1515/thumb_62ec59e6ff615064dffa5c5bf5a73301x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 21, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0761/37a424e7816b4340437b7168f6d18ffdx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0761/thumb_37a424e7816b4340437b7168f6d18ffdx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 22, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1291/a641461cf1f2058b48b7427dbb920fbfx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1291/thumb_a641461cf1f2058b48b7427dbb920fbfx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 23, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0652/6c075ac2dc1cb83683a4d8665c9aa4c4x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0652/thumb_6c075ac2dc1cb83683a4d8665c9aa4c4x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 24, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0275/a9e92097a151eeaef79baa147e484325x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0275/thumb_a9e92097a151eeaef79baa147e484325x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 25, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0680/828ba6b125729d7820ad6e41f3b7416bx.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/0680/thumb_828ba6b125729d7820ad6e41f3b7416bx.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}, {'id': 26, 'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1852/278b9968eef0f11d1e380b9ddda30de3x.jpg', 'thumbnail': {'uri': 'https://pictures.dealer.com/c/coastlinechryslerdodgejeepramcllc/1852/thumb_278b9968eef0f11d1e380b9ddda30de3x.jpg', 'provider': 'ACTUAL_PHOTO', 'tags': []}, 'provider': 'ACTUAL_PHOTO', 'tags': []}]",['CPO_GO'],coastlinechryslerdodgejeepramcllc,22910.0,CAC70RMT113E0,Truck Quad Cab,386205,primary,4 door,4x2,V-8 cyl,5.7L,Bright White Clearcoat,Regular Unleaded,Black,"$22,910",10/17/2023,certified,/certified/Ram/2017-Ram-1500-4b41b05e0a0e0a92527f8edc564091a6.htm,Ram,1500,DS1P41,42865.0,used,42865.0,22910.0,live,HS513028,8-Speed Automatic,Laramie,4b41b05e0a0e0a92527f8edc564091a6,1C6RR6JTXHS513028,,Coastline Chrysler Dodge Jeep Ram,San Juan Capistrano,92675-4509,92675-4509,CA,9972,76513,9972,27175,coastlinechryslerdodgejeepramcllc,72484119,"$22,910","$22,910"
